관리번호,정류장명,경도,위도
250001612,농업기술원,127.73559,37.90057
250001613,농촌공사춘천지소,127.73965,37.90923
250001614,농촌공사춘천지소,127.73935,37.90973
250001615,도재활병원삼거리,127.73772,37.90313
250001616,논골입구,127.76481,37.77692
250001617,논골입구,127.76462,37.77687
250001618,국민연금공단 춘천회관,127.731,37.86393
250001619,국민연금공단 춘천회관,127.73122,37.86385
250001620,남춘천초교,127.72187,37.86041
250001621,남춘천중학교,127.72139,37.86059
250001622,(구)남춘천역,127.7295,37.8623
250026585,(구)남춘천역,127.729,37.8617
250001623,(구)남춘천역,127.7295,37.8619
250001624,남산면사무소,127.64606,37.79149
250001625,남산면사무소,127.64599,37.79138
250001626,남부시장,127.726,37.87063
250001627,남부시장,127.72748,37.87011
250001628,남면사무소,127.6011,37.73167
250001629,발산1리,127.60058,37.73124
250001630,김유정문학촌,127.71677,37.81936
250001631,김유정문학촌,127.7167,37.81942
250001632,금산3리,127.68604,37.89559
250001633,금산3리,127.68621,37.8955
250001634,금산2리,127.69688,37.90197
250001635,금산2리,127.69716,37.90201
250001636,금산3리,127.69073,37.89627
250001637,강원정보문화진흥원,127.6906,37.89604
250001638,과수원마을입구,127.70376,37.91126
250001639,금병초교,127.71089,37.81467
250001640,근화초교,127.72462,37.88816
250001641,춘천역육교앞,127.71447,37.8833
250001642,근화사거리,127.71487,37.87522
250001643,청와아파트,127.71345,37.88146
250001644,그랜드아파트,127.7563,37.86683
250001646,군자공원묘지,127.74291,37.75663
250001647,군자3리,127.73297,37.75206
250001648,군자3리,127.73296,37.75196
250001649,군자3리,127.73849,37.75439
250001650,군자공원묘지,127.74292,37.7565
250001651,군자1리,127.72208,37.74859
250001652,군자1리,127.72219,37.74853
250001653,국립춘천병원,127.76431,37.77074
250001654,국립춘천병원,127.76413,37.77084
250001655,구곡폭포종점,127.61643,37.79722
250001656,구곡폭포입구,127.63638,37.81012
250001657,구곡폭포입구,127.63626,37.80991
250001658,교동초교입구,127.73812,37.8778
250001659,교동초교입구,127.73766,37.87737
250001660,광판초교,127.70109,37.73031
250001661,광판초교,127.70079,37.73011
250001662,광판중학교입구,127.69863,37.72608
250001663,광판중학교입구,127.69877,37.72607
250001664,광판중학교,127.69957,37.72263
250001665,광판중학교,127.69945,37.7226
250001666,광판2리,127.71288,37.74434
250001667,광판2리,127.71022,37.74294
250001668,광판2리,127.70906,37.73997
250001669,광판2리,127.71305,37.74427
250001670,광판2리,127.70895,37.74003
250001671,광판1리,127.70654,37.73279
250001672,광판,127.70678,37.73299
250001673,신포리,127.62701,38.01469
250001674,관천리종점,127.51239,37.72331
250001675,관천리,127.52201,37.72944
250001676,관천리,127.5221,37.72932
250001677,춘천청소년수련관,127.74135,37.87404
250001678,춘천청소년수련관,127.74098,37.87437
250001679,과선교,127.734,37.8583
250001680,과선교,127.7362,37.8569
250001681,과선교,127.7351,37.8574
250026588,중앙하이츠2차,127.73525,37.85723
250001682,과선교,127.7341,37.8583
250026587,퇴계주공2차,127.73464,37.85789
250001683,공지천사거리,127.71474,37.87421
250001684,공지사거리,127.7146,37.87431
250001685,신성교회,127.74676,37.88508
250001686,농협주유소,127.74578,37.88621
250001687,곡골,127.85333,37.85901
250001688,곡골,127.8531,37.85901
250001689,고탄입구,127.67705,37.96446
250001690,고탄입구,127.67634,37.96437
250001691,구고탄농협,127.70443,37.98815
250001692,고탄,127.7206,37.9912
250001693,고탄,127.7202,37.99096
250001694,고탄,127.70512,37.98817
250001695,고창말,127.73428,37.84043
250001696,고창말,127.73442,37.84044
250001697,고은리종점,127.78867,37.84553
250001698,고은리입구,127.77281,37.84982
250001699,고은리입구,127.7745,37.84905
250001700,고은리,127.78508,37.84576
250001701,고은리,127.78515,37.84587
250001702,고은2리,127.77766,37.84856
250001703,고은2리,127.77768,37.84863
250001704,고은1리,127.78208,37.8466
250001705,고은1리,127.78205,37.84667
250001706,고성2리,127.72459,37.99267
250001707,고성2리,127.73653,37.99944
250001708,고성2리,127.73516,37.99471
250002051,신연강,127.67345,37.8614
250002052,신연강,127.67363,37.86173
250002053,신사우동,127.72759,37.93879
250002054,신사우동,127.72743,37.9389
250002055,신북읍사무소,127.74677,37.92515
250002056,신북읍사무소,127.7469,37.92523
250002057,신매대교,127.71147,37.92197
250002058,신매대교,127.71137,37.92209
250002059,신매3리,127.71156,37.91819
250002060,신매3리,127.71089,37.91602
250002061,신매3리,127.71104,37.91592
250002062,신매3리,127.71172,37.91828
250002063,신매1리,127.7027,37.93588
250002064,신매1리,127.70284,37.93584
250002065,신동초교,127.722,37.92976
250002066,신동초교,127.72175,37.92992
250002067,신동삼거리,127.72232,37.93196
250002068,신동초등학교,127.72203,37.93187
250002069,신동,127.72165,37.92701
250002070,신동보급대,127.72141,37.92777
250002071,신동배터,127.7157,37.93733
250002072,신동배터,127.7162,37.93666
250002073,김유정역,127.71479,37.8172
250002074,김유정역,127.71504,37.81716
250002075,삼포유원지입구,127.70886,37.79923
250002076,명동입구,127.72912,37.87874
250002077,명동입구,127.72865,37.87961
250002078,시외버스터미널,127.71768,37.86291
250002079,시외버스터미널,127.71724,37.86376
250002080,시외버스터미널,127.71993,37.86377
250002081,시외버스터미널,127.71976,37.86411
250002082,시립청소년도서관,127.70841,37.87137
250002083,공지천분수대,127.70822,37.87196
250002084,(구)승마장,127.69305,37.87086
250002085,(구)승마장,127.69318,37.87067
250002086,시립요양원입구,127.75,37.8506
250002087,수청골입구,127.89261,37.98601
250002088,수청교,127.8926,37.98617
250002089,수동리,127.66838,37.77473
250002090,수동리,127.66827,37.77471
250002091,수동2리,127.64343,37.76644
250002092,수동2리,127.64336,37.76662
250002093,수동1리종점,127.67935,37.77341
250002094,수동1리입구,127.65406,37.78118
250002095,수동1리입구,127.65402,37.78132
250002096,수동1리,127.66157,37.77695
250002097,수동1리,127.66151,37.777
250002098,송암삼거리,127.70326,37.98831
250002099,송암리,127.70185,37.98852
250002100,송암리,127.68649,37.99547
250002101,송암리,127.69071,37.99289
250002102,송암동,127.68957,37.85203
250002103,송암동,127.69075,37.85043
250002104,송암3반,127.69205,38.00345
250002105,삼악산주차장입구,127.66532,37.82576
250002106,솔밭종점,127.77057,37.92527
250002107,소양초교,127.73941,37.90534
250002108,소양초교,127.73938,37.90587
250002109,소양중학교,127.72463,37.9061
250002110,소양중학교,127.72499,37.90513
250002111,소양정수장,127.77733,37.90225
250002112,소양정수장,127.77725,37.90238
250002113,소양로2가,127.72506,37.88914
250002114,소양로1가치안센터,127.72546,37.89235
250002115,소양로1가,127.72572,37.89146
250002116,소양강댐주차장,127.80166,37.93821
250002117,소양강댐정상,127.81268,37.94757
250002118,소양강댐사택,127.79541,37.93362
250002119,소양강댐사택,127.7952,37.93365
250002120,소양2교,127.72858,37.89959
250002121,사우사거리,127.72835,37.89996
250002122,세경6차,127.75488,37.88067
250002123,세경6차,127.7547,37.88077
250002124,세경3차,127.74415,37.88484
250002125,세경3차,127.7437,37.88451
250002126,성원초등학교,127.74339,37.84813
250002127,한림대학교,127.73831,37.8835
250002128,퇴계주공5차아파트,127.74132,37.85273
250002129,현진에버빌2차,127.74154,37.8528
250002130,설미종점,127.67905,37.80992
250002131,봄내초교,127.742,37.85657
250002132,봄내초등학교,127.74174,37.85642
250002133,퇴계현대3차,127.74099,37.85451
250002134,남부지구대,127.7453,37.86148
250002135,석사치안센터,127.74509,37.86155
250002136,석사아파트,127.73904,37.86281
250002137,석사아파트,127.73933,37.86289
250002138,석사삼익아파트,127.75104,37.85308
250002139,초록지붕아파트,127.75117,37.85324
250002140,석사사거리,127.74511,37.85952
250002141,석사부영아파트,127.75608,37.8691
250002142,석사동주민센터,127.74244,37.85922
250002143,석사동주민센터,127.74273,37.85921
250002144,석사대우아파트,127.75638,37.86908
250002145,석사극동아파트,127.7527,37.851
250002146,석사극동아파트,127.75278,37.85118
250002147,석사교회,127.74483,37.85961
250002148,석사4거리,127.74326,37.86115
250002149,석사2지구아파트,127.75677,37.87048
250002150,석사2지구아파트,127.75697,37.87027
250002151,석갓,127.69664,37.93592
250002152,석갓,127.69652,37.93586
250002153,서춘천농협,127.70239,37.93234
250002154,서춘천농협,127.70252,37.93239
250002155,서천리,127.55202,37.84082
250002156,서천2리,127.53288,37.83801
250002157,서천1리,127.55257,37.83858
250002158,서천1리,127.55271,37.83862
250002159,서상초교,127.70632,37.92833
250002160,서상초교,127.70633,37.92814
250002161,서상2리종점,127.65798,37.93433
250002162,서상1리종점,127.70362,37.94223
250002163,서상1리종점,127.70357,37.94212
250002164,서부시장,127.72404,37.88581
250002165,서면치안센터,127.70928,37.92395
250002166,서면치안센터,127.70919,37.92377
250002167,서면사무소,127.69369,37.89811
250002168,서면사무소,127.69402,37.89834
250002169,샬롬(산후조리원),127.60027,37.83437
250002170,새술막,127.75687,37.78622
250002171,새술막,127.75773,37.78588
250002172,새말교,127.61061,37.84639
250002173,당림1리,127.61065,37.84628
250002174,새마을고개,127.7326,37.87146
250002175,새마을고개,127.73241,37.87107
250002176,증4리종점,127.73112,37.79883
250002177,상천초등학교,127.7849,37.92989
250002178,상원사,127.67416,37.84097
250002179,상원사,127.67431,37.84109
250002180,상걸리종점,127.86239,37.85075
250002181,상걸리종점,127.8498,37.86211
250002182,상걸2리,127.85015,37.86208
250002183,상걸1리,127.84409,37.86614
250002184,상걸1리,127.84392,37.86629
250002185,삼포유원지입구,127.70854,37.79897
250002186,삼포유원지입구,127.7086,37.79899
250002187,삼포유원지,127.715,37.79779
250002188,삼포유원지,127.71497,37.79774
250002189,삼천동사거리,127.70704,37.86906
250002190,삼천동사거리,127.707,37.86941
250002191,여우고개,127.73921,37.91949
250002192,여우고개,127.73905,37.91915
250002193,의암댐,127.67417,37.8376
250002194,의암댐,127.67401,37.83721
250002195,산천2리종점,127.74755,37.96104
250002196,산천1리,127.75172,37.94283
250002197,산천1리,127.75159,37.9427
250002198,산천1리,127.75225,37.94758
250002199,산천1리,127.75236,37.94778
250002200,산수빌아파트,127.76477,37.84754
250002201,산수빌아파트,127.7641,37.84785
250002202,산수리,127.6715,37.7126
250002203,사이클경기장,127.69261,37.86916
250002204,사암리,127.76488,37.84124
250002205,사암4리종점,127.76831,37.82315
250002206,사암4리종점,127.76838,37.82325
250002207,사암4리,127.764,37.8238
250002208,사암3리,127.77478,37.83309
250002209,사암3리,127.77471,37.83319
250002210,사암1리,127.77003,37.83203
250002211,사암1리,127.76829,37.831
250002212,사암1리,127.76997,37.83208
250002213,사북우체국,127.64348,38.03872
250002214,사북우체국,127.64334,38.03878
250002215,사북면사무소,127.64133,38.03011
250002216,사북면사무소,127.64114,38.02896
250002217,사대부고,127.74672,37.87282
250002218,뉴시티코아루,127.72205,37.91353
250002219,뉴시티코아루,127.72187,37.9133
250002220,사농동현대아파트,127.72244,37.91079
250002221,보타사입구,127.70128,37.84508
250002222,보타사입구,127.70111,37.84528
250002223,북산면사무소,127.88556,37.98721
250002224,북산면사무소,127.88551,37.98707
250002225,부속초교후문,127.73103,37.86984
250002226,봉의초교,127.72948,37.87511
250002227,봉의중학교,127.74149,37.87932
250002228,봉의중학교,127.74159,37.87915
250002229,봉의아파트,127.74489,37.88675
250002230,봉의아파트,127.74413,37.88768
250002231,봉명리종점,127.81255,37.77377
250002232,봉명2리,127.81103,37.77336
250002233,봉명1리,127.79463,37.75785
250002234,봉명1리1반,127.7945,37.75779
250002235,보안사거리,127.75261,37.87534
250002236,보안사거리,127.75241,37.87542
250002237,주공5단지,127.74625,37.87636
250002238,주공5단지,127.74552,37.87619
250002239,법원,127.73414,37.86609
250002240,법원,127.73285,37.86609
250002241,법원,127.73311,37.8659
250002242,번개시장,127.72626,37.89205
250002243,백양리종점,127.57333,37.81028
250002244,백양리역,127.6123,37.8277
250002245,백양리역,127.6124,37.8277
250002246,백양리,127.55995,37.82778
250002247,백양리,127.56018,37.82779
250002248,백양1리,127.56262,37.82402
250002249,백양1리,127.56272,37.8241
250002250,오음리고개정상,127.79036,37.99437
250002251,오음리고개정상,127.79054,37.99397
250002252,배나무골,127.71745,37.85995
250002253,배나무골,127.717,37.85983
250002255,방죽기,127.73603,37.83553
250002256,방죽기,127.73615,37.83551
250002257,송암스포츠타운,127.68863,37.85578
250002258,방동리종점,127.66544,37.90904
250002259,방동2리,127.67505,37.90053
250002260,방동2리,127.6732,37.90395
250002261,방동2리,127.66854,37.90705
250002262,방동2리,127.66859,37.90711
250002263,방동2리,127.6732,37.90406
250002264,방동2리,127.67514,37.90063
250002265,장절공,127.66183,37.90176
250002266,방동1리,127.67528,37.89575
250026527,동춘슈퍼,127.73971,37.8814
250026528,보배아파트후문,127.71242,37.86661
250026511,보배아파트후문,127.71259,37.86684
250026515,현진에버빌1차아파트,127.74616,37.85251
250026514,퇴계동/스무숲성당,127.7472,37.8524
250026512,럭키아파트후문,127.71589,37.86461
250026513,럭키아파트후문,127.71602,37.86483
250026516,송암스포츠타운,127.68883,37.85569
250026517,동춘슈퍼,127.73989,37.88126
250026518,원창2리,127.77557,37.80167
250026519,원창2리,127.77567,37.80157
250026520,한림성심대학교,127.75513,37.89835
250026521,한림성심대학교,127.75522,37.89835
250026522,지내리,127.78156,37.91843
250026523,지내3리,127.77711,37.92251
250026524,지내리,127.78159,37.91848
250026525,지내3리,127.77715,37.92252
250026526,상걸리종점,127.86237,37.85097
250026510,국군병원,127.72774,37.93689
250000040,한덕리,127.61356,37.67885
250000041,한덕리입구,127.61177,37.67707
250000042,한덕리입구,127.61166,37.67723
250026530,조양3리종점,127.83287,37.75109
250026531,유앤아이아파트,127.76324,37.87981
250026532,스위첸아파트,127.76337,37.8797
250026533,동신장로교회,127.75956,37.87807
250026534,구름다리주유소,127.75965,37.87791
250026535,강원사대부고,127.74747,37.87205
250026536,강원사대부고,127.74732,37.87192
250026537,케이티앤지,127.72784,37.86164
250026538,신축남춘천역사,127.7247,37.8634
250026539,농산물도매시장,127.72831,37.90682
250026540,농산물도매시장,127.72832,37.90702
250026541,우두사거리,127.73859,37.9069
250026542,우두사거리,127.73867,37.90704
250026543,홈플러스,127.73524,37.85079
250026544,올미,127.73908,37.92214
250026546,올미입구,127.73914,37.92228
250026547,금대울,127.78779,37.86737
250026548,호반베르디움,127.75937,37.85715
250026549,남춘천역,127.7231,37.8639
250026550,소양강처녀상,127.725,37.89351
250026551,소양강처녀상,127.724,37.893
250026552,춘천역,127.7181,37.8851
250026553,효자교,127.72885,37.86815
250026554,퇴계일성아파트,127.72678,37.86621
250026555,퇴계일성아파트,127.72695,37.86612
250026556,효자교,127.72887,37.86792
250026557,당간지주입구,127.72188,37.8913
250026558,당간지주입구,127.72202,37.89126
250026559,남춘천역,127.72331,37.86412
250026560,백양리역,127.58876,37.83118
250026561,백양리역,127.58832,37.8311
250026562,굴봉산역,127.5574,37.8327
250026563,굴봉산역,127.55733,37.83251
250026564,성신양회,127.7203,37.8886
250026567,강촌역,127.6337,37.80627
250026568,강촌역,127.63371,37.80637
250026569,강촌역입구,127.6365,37.806
250026570,강촌역입구,127.6367,37.806
250026571,소양5교,127.75161,37.92461
250026572,막국수체험관,127.7498,37.9484
250026573,옥광산,127.8056,37.921
250026574,남춘천역,127.7248,37.8636
250026575,광판농협입구,127.70744,37.7354
250026576,광판농협입구,127.7075,37.7351
250026577,원창3리,127.7666,37.7935
250026578,원창3리,127.7664,37.79308
250026579,갈골교,127.7403,37.7831
250026580,갈골교,127.74034,37.7828
250026581,남춘천역종점,127.72478,37.86398
250026582,케이티앤지,127.7274,37.8615
250026583,휴먼시아2차,127.733,37.86071
250026584,휴먼시아1차,127.7332,37.86087
250026586,(구)안디옥교회입구,127.7281,37.86379
250026589,퇴계동/스무숲성당,127.7471,37.8525
250026596,간척사거리,127.8171,38.028
250026592,간척사거리,127.8171,38.028
250026593,느랏재터널입구,127.8206,37.89437
250026594,느랏재터널입구,127.81886,37.88567
250026595,소양강댐정상,127.81209,37.94769
250026597,청평사종점,127.81775,37.98042
250026598,기도원입구,127.81653,38.01914
250026599,석사교사거리,127.73965,37.85737
250026600,전원주택입구,127.70025,37.98555
250026601,전원주택입구,127.70038,37.98582
250026602,봉의산마트입구,127.75105,37.88858
250026603,수협,127.72791,37.86973
250026604,월송2리입구,127.70589,37.91481
250026605,월송2리입구,127.70613,37.91482
250026606,장절공입구,127.66398,37.90071
250026607,장절공입구,127.6641,37.90061
250026608,호수요양병원,127.6959,37.98254
250026609,율문3리입구,127.7518,37.93405
250026610,고탄농협,127.70943,37.9881
250026611,고탄농협,127.70928,37.98821
250026617,공단입구,127.7499,37.89101
250026618,공단입구,127.74996,37.89086
250026619,오탄2리입구,127.60929,38.04967
250026620,오탄3리입구,127.61007,38.05073
250026621,삼포,127.71267,37.79906
250026622,방아간앞,127.77834,37.93805
250026623,침례교회앞,127.77932,37.93931
250026624,원정사입구,127.7793,37.94188
250026625,유포리,127.77861,37.94605
250026626,국유림관리소앞,127.77341,37.93095
250026627,상걸2리,127.85525,37.85547
250026628,상걸2리,127.8561,37.85477
250026629,한화제약입구,127.56784,37.75663
250026630,한화제약입구,127.5675,37.75686
250026631,박암리,127.5292,37.73051
250026632,부강연립앞,127.71219,37.87869
250026633,당림1리3반,127.61665,37.85903
250026634,당림1리5반,127.60552,37.846
250026635,풀무원입구,127.60803,37.84255
250026636,당림리,127.60195,37.8502
250026637,신촌리입구,127.77535,37.85403
250026638,당림1리5반,127.60101,37.85301
250026639,덕두원주말농장,127.64075,37.87423
250026640,덕두원주말농장,127.64089,37.8742
250026641,산수1리,127.67589,37.70885
250026642,강원도시가스,127.74819,37.8861
250026643,강원도시가스,127.7479,37.88591
250026644,소양1교,127.73183,37.89382
250026645,소양로1가,127.72952,37.89379
250026646,평화공원,127.71776,37.88912
250026647,평화공원,127.71811,37.88902
250026649,부강연립,127.71178,37.87849
250026650,강원대정문,127.73784,37.86634
250026651,강원대정문,127.73786,37.86658
250026652,자연과학대학쪽문,127.74127,37.87219
250026653,강원학생과학관입구,127.74097,37.87204
250026655,천전삼거리,127.78151,37.93013
250026656,상천초교입구,127.78335,37.93391
250026657,상천초교입구,127.78315,37.93384
250026658,롯데마트,127.75832,37.86672
250026659,롯데마트,127.75846,37.86672
250026660,스무숲입구,127.7487,37.85055
250026661,고용노동부,127.74465,37.85151
250026662,강원체고앞,127.6928,37.8591
250026663,강원체고앞,127.6925,37.85909
250026664,춘천공원묘지,127.78518,37.94298
250026665,노일교,127.64108,37.79474
250026666,노일교,127.64107,37.79484
250026667,갈골,127.74001,37.78095
250026668,솔바우마을,127.6932,37.98989
250026669,서부지구대,127.71295,37.87461
250026670,창촌2리입구,127.6465,37.78552
250026671,창촌2리입구,127.64664,37.78548
250026672,창촌농공단지,127.64121,37.78381
250026673,삼포유원지,127.71229,37.796
250026674,삼포유원지,127.71249,37.79575
250026675,혈동1리,127.7141,37.77559
250026676,덕만리혈동1리입구,127.71338,37.77319
250026677,보매기,127.64315,37.78474
250026678,춘천여고,127.76399,37.88716
250026679,유포1리,127.7618,37.94865
250026680,월송1리,127.69207,37.92935
250026681,월송1리,127.69655,37.93055
250026682,서천2리,127.53307,37.83785
250026683,서천1리,127.54411,37.84316
250026684,서천1리,127.5453,37.84327
250026685,충의대교,127.58925,37.72662
250026686,신촌1리,127.78532,37.8553
250026687,신촌1리,127.78535,37.8551
250026688,행촌리종점,127.67478,37.74733
250026689,홈플러스,127.73406,37.85075
250026690,만천주공아파트,127.75938,37.88426
250026691,만천주공아파트,127.75937,37.88436
250026692,새고개,127.71957,37.79999
250026693,서천분교,127.5554,37.83593
250026694,서천분교,127.55523,37.83619
250026695,발산1리1반,127.60257,37.73213
250026696,발산1리1반,127.602,37.73206
250026697,당림초교,127.6079,37.83722
250026698,거두1리1반,127.77386,37.86084
250026699,지내리,127.72798,37.9436
250026700,감정리,127.78819,37.90007
250026701,만천3리,127.7809,37.87507
250026702,올미,127.73416,37.93036
250026703,올미,127.73428,37.93038
250026704,당림리,127.605,37.83387
250026705,방동리입구,127.6892,37.89487
250026706,서상마을회관,127.6611,37.93532
250026707,서상2리,127.67055,37.93649
250026708,서상2리,127.67701,37.93805
250026709,서상2리,127.6649,37.93611
250026710,우러니입구,127.69132,37.73582
250026711,강촌수련원앞,127.6011,37.82917
250026712,덕두원2리1반,127.6623,37.85747
250026713,검문소종점,127.76238,37.82007
250026714,한국산업인력공단,127.76223,37.82083
250026715,창촌3리2반,127.6402,37.77566
250026716,관천리종점,127.51235,37.72338
250026717,산천2리종점,127.74758,37.96099
250026718,오항리종점,127.90441,37.97751
250026719,청평사종점,127.81763,37.98044
250026720,양통종점,127.73786,38.00188
250026721,오탄리종점,127.58151,38.05263
250026722,수동1리종점,127.67931,37.77334
250026723,창촌3리종점,127.62605,37.77674
250026724,혈동1리종점,127.69999,37.77156
250026725,증4리,127.73108,37.79876
250026726,혈동2리종점,127.68745,37.78527
250026727,서상2리종점,127.65796,37.93438
250026728,방동리종점,127.66556,37.90907
250026729,백양리종점,127.57326,37.81032
250026730,유포2리종점,127.77681,37.95236
250026731,가정리종점,127.5774,37.76331
250026732,발산리종점,127.76644,37.9628
250026733,거두2리종점,127.78735,37.86114
250026734,용산3리종점,127.7075,37.94648
250026735,지내2리종점,127.72099,37.95975
250026736,올미종점,127.73725,37.92629
250026737,지암리종점,127.59532,37.97542
250026738,재취골,127.73137,37.7892
250026739,조양3리종점,127.83273,37.7511
250026740,봉명리종점,127.81239,37.77383
250026741,구곡폭포종점,127.61657,37.79721
250026742,안보2리종점,127.57649,37.84989
250026743,당림3반종점,127.61857,37.86235
250026744,덕두2리종점,127.6294,37.88322
250026745,창총농공단지,127.64133,37.78371
250026746,방곡2리종점,127.62929,37.78819
250026747,설미종점,127.67907,37.80988
250026748,월곡리종점,127.80804,37.92263
250026749,월송3리종점,127.67544,37.91701
250026750,애니메이션박물관,127.68981,37.89259
250026751,오월리종점,127.62511,37.96632
250026752,공대후문,127.73786,37.86949
250026753,공대후문,127.73809,37.86949
250026754,가재미마을,127.68595,37.926
250026755,월송1리,127.68391,37.9292
250026756,월송1리,127.68006,37.92797
250026757,월송2리,127.69365,37.91846
250026758,삽다리고개,127.65824,37.73669
250026759,추곡리,127.8803,38.02973
250026760,창촌3리삼거리,127.64252,37.77079
250026761,전력산업단지,127.6274,37.76463
250026762,백치고개정상,127.81564,38.00304
250026763,광판삼거리,127.71165,37.74378
250026764,호수요양병원,127.6956,37.98248
250026765,거두리종점,127.79178,37.86158
250026766,춘천여고입구,127.76414,37.88698
250026767,한신휴플러스,127.72593,37.88424
250026768,e편한세상,127.72612,37.88427
250026769,사암2리 마을회관,127.76679,37.83983
250026770,사암2리,127.77047,37.83562
250026771,거두1리1반,127.7697,37.86035
250026772,사암4리,127.76405,37.82373
250026773,사암리,127.76766,37.82608
250026774,의암리입구,127.68163,37.82742
250026775,의암리입구,127.68137,37.82757
250026776,학곡리,127.76288,37.82177
250026777,증4리,127.72803,37.79941
250026778,장학교차로,127.75562,37.89386
250026779,장학해온채아파트,127.75407,37.89708
250026780,장학해온채아파트,127.75377,37.8983
250026781,꿈자람어린이공원,127.72033,37.88369
250026782,꿈자람어린이공원,127.7201,37.88362
250026783,성우호반통학,127.75679,37.85664
250026784,우레골입구,127.6052,38.04559
250026785,오월2리,127.6272,37.96821
250026786,오월2리,127.62918,37.96969
250026787,오월2리,127.63555,37.97157
250026788,강원숲체험장입구,127.64079,37.97168
250026789,오월2리,127.64156,37.97515
250026790,오월리납실교,127.64305,37.97862
250026791,증4리,127.72807,37.79945
250026792,장학1리마을회관,127.7635,37.89681
250026793,장학1리마을회관,127.7635,37.89696
250026794,하일종점,127.75504,37.91388
250026795,하일,127.75688,37.9137
250026796,장학2리,127.75673,37.91067
250026797,장학2리,127.75471,37.90758
250026798,장학2리마을회관,127.75374,37.90571
250026799,장학2리마을회관,127.7538,37.90562
250026800,장학2리,127.75484,37.90757
250026801,장학2리,127.75682,37.91077
250026802,하일,127.75696,37.91376
250026803,팔미1리,127.71026,37.82982
250026804,의암리입구,127.68194,37.8273
250026805,의암리입구,127.6811,37.82786
250026806,효장례문화원,127.77615,37.85762
250026807,퇴계농공단지,127.74034,37.8436
250026808,퇴계농공단지,127.73615,37.84485
250026809,도재활병원삼거리,127.73836,37.90313
250026810,강원도재활병원,127.74197,37.90388
250026811,우두사거리,127.74019,37.9069
250026812,거두농공단지,127.77879,37.8658
250026813,거두농공단지,127.78144,37.86698
250026814,거두농공단지,127.78136,37.86709
250026815,거두농공단지,127.77872,37.86591
250026816,강원도재활병원,127.74184,37.9039
250026817,간동2교,127.81118,38.02468
250026818,간동2교,127.81097,38.02464
250026819,추곡약수터입구,127.88961,38.03016
250026820,군자2리,127.73528,37.78827
250026821,팔미1리,127.7104,37.82936
250026822,산촌생태마을,127.63616,37.88022
250026823,지내1리종점,127.73276,37.96722
250026824,지내2리,127.72004,37.96121
250026825,지내2리,127.72277,37.96277
250026826,지내1리,127.72742,37.9641
250026827,지내1리,127.73013,37.96515
250026828,소망마을,127.78361,37.93342
250026829,해강아파트,127.7896,37.93281
250026830,장학부영아파트,127.7527,37.8964
250026831,장학LH1단지,127.75255,37.89636
250026832,당림1리,127.60101,37.8552
250026833,칠전대우아파트,127.7134,37.84427
250026834,칠전대우아파트,127.71306,37.8449
250026835,의암댐,127.67723,37.8375
250026836,의암댐,127.67714,37.8375
250026837,원창교,127.74384,37.78718
250026838,창촌3리,127.63645,37.7687
250026839,신동교,127.72087,37.93467
250026840,보매기,127.64375,37.78479
250026841,산수2리,127.68129,37.70216
250026842,증4리,127.72348,37.80011
250026843,송암리,127.69766,37.98875
250026844,오월교,127.64867,37.97968
250026845,간척리,127.83923,38.0287
250026846,춘천요양병원,127.7535,37.8487
250026847,운전면허시험장,127.75085,37.94759
250026848,감정리,127.78669,37.9039
250026849,지내리,127.72855,37.95138
250026850,큰물건너입구,127.6823,37.98199
250026851,서천리주명교,127.5528,37.8433
250026852,청소년야영장정문,127.87948,37.99853
250026853,청소년야영장정문,127.87962,37.99855
250026854,군자3리,127.75524,37.75996
250026855,방곡2리,127.63282,37.78882
250026856,월곡리입구,127.79428,37.91689
250026857,조양삼거리,127.76475,37.76734
250026858,오월교,127.64924,37.97957
250026859,산수1리마을회관,127.66807,37.71399
250026860,강촌입구,127.63192,37.81934
250026861,혈동1리,127.70679,37.76877
250026862,오빛뜰체험관,127.88808,37.98529
250026863,오빛뜰체험관,127.88804,37.98543
250026866,옥광산,127.80552,37.92103
